movie_id,title,genres,overview,poster_path
990,Maximum Risk (1996),Action|Adventure|Thriller,"Alain Moreau's investigation into the death of his identical twin brother leads him from the beauty of the south of France to the mean streets of New York City and into the arms of his brother's beautiful girlfriend. Pursued by ruthless Russian mobsters and renegade FBI agents, the duo race against time to solve his brother's murder and expose an international conspiracy.",https://image.tmdb.org/t/p/w200/18HVWwyLihWJPzGpSVl3omRRMyL.jpg
991,Michael Collins (1996),Drama|War,"Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic.",https://image.tmdb.org/t/p/w200/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg
992,"Rich Man's Wife, The (1996)",Thriller,"A rich man's wife finds she has a bad prenuptial agreement with an even worse husband. Over drinks with a stranger, she fantasizes about doing her husband in to void the prenup — but much to her surprise, the stranger decides to turn her imagination into reality.",https://image.tmdb.org/t/p/w200/uE7BXhR6QkSGCIK6gTPGfFRAggY.jpg
993,Infinity (1996),Drama,Story of the early life of genius and Nobel Prize-winning physicist Richard Feynman.,https://image.tmdb.org/t/p/w200/45cU6BNyRGKhDQZKzVSll4eTgwh.jpg
994,Big Night (1996),Drama,"Primo and Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant.",https://image.tmdb.org/t/p/w200/8AJGSDyrj3Dz2B57n1ZB4qNPbmJ.jpg
996,Last Man Standing (1996),Action|Drama|Western,"John Smith is a mysterious stranger who is drawn into a vicious war between two Prohibition-era gangs. In a dangerous game, he switches allegiances from one to another, offering his services to the highest bidder. As the death toll mounts, Smith takes the law into his own hands in a deadly race to stay alive.",https://image.tmdb.org/t/p/w200/m8bVMFAN18H7qmwn2KOWWjDQnbC.jpg
997,Caught (1996),Drama|Thriller,A middle-aged couple has a drifter enter their lives. The fish-store owners find that the mysterious young man awakens the couple in ways they didn't expect. Things get tense when the drifter begins an affair with the woman of the house.,https://image.tmdb.org/t/p/w200/33sUPXPUqIe9YnZ80d8xzkiL2gb.jpg
998,Set It Off (1996),Action|Crime,"Four inner-city Black women, determined to end their constant struggle, decide to live by one rule — get what you want or die trying. So the four women take back their lives and take out some banks in the process.",https://image.tmdb.org/t/p/w200/4X2SOSfNSyQQTxKGRNoOQmwCcs.jpg
999,2 Days in the Valley (1996),Crime,"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.",https://image.tmdb.org/t/p/w200/kKSr1PP7IVJek8heFWbSrmJXVMZ.jpg
1000,Curdled (1996),Crime,A death-obsessed cleaning woman uncovers a clue identifying a Florida bartender for a series of socialite murders.,https://image.tmdb.org/t/p/w200/quXWXtOp6umg1qzPdWD6bB3x9EW.jpg
1001,"Associate, The (L'Associe)(1982)",Comedy,"An unemployed investor creates a fictious business partner to attempt to improve business. Eventually, his creation gets out of control as his business becomes successful and his wife announces that she is in love with the partner and his son wishes the partner was his father -- although no one has ever seen him. To regain control, the man decides to ""kill"" his imaginary partner and is arrested for the murder.",https://image.tmdb.org/t/p/w200/o0Fa9eKu2uNZN4SUBLkCRLlacQf.jpg
1002,Ed's Next Move (1996),Comedy,"Ed lives in Wisconsin. He's just been dumped by his girlfriend, so he moves to New York City for a big change...but will he ever find love again? He loves his new job studying the genetics of different strains of rice. Then Ed meets Lee, a quirky singer. She's just what Ed thinks he's looking for, and she's available...or is she?",https://image.tmdb.org/t/p/w200/65HTeE8ghN3SemUet2SHepxTgsY.jpg
1003,Extreme Measures (1996),Drama|Thriller,"Guy Luthan, a British doctor working at a hospital in New York, starts making unwelcome enquiries when the body of a man who died in his emergency room disappears. After the trail leads Luthan to the door of an eminent surgeon at the hospital, Luthan soon finds himself in extreme danger people who want the hospital's secret to remain undiscovered.",https://image.tmdb.org/t/p/w200/uowP2Nw2mLpQni1vtbUb1LUSiP0.jpg
1004,"Glimmer Man, The (1996)",Action|Thriller,"A former government operative renowned for his stealth, Jack Cole is now a Los Angeles police detective. When a series of horrible murders occurs in the metro area, Cole is assigned to the case, along with tough-talking fellow cop Jim Campbell. Although the two men clash, they gradually become effective partners as they uncover a conspiracy linked to the killings, which also involves terrorism and organized crime.",https://image.tmdb.org/t/p/w200/fMXc2nf3iZFsVbNNmJ5MCtjcwlk.jpg
1005,D3: The Mighty Ducks (1996),Children's|Comedy,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,https://image.tmdb.org/t/p/w200/wltMr1loUKSCaEV4EDgh21eCRI3.jpg
1006,"Chamber, The (1996)",Drama,"Idealistic young attorney Adam Hall takes on the death row clemency case of his racist grandfather, Sam Cayhall, a former Ku Klux Klan member he has never met.",https://image.tmdb.org/t/p/w200/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,A roving bachelor gets saddled with three children and a wealth of trouble when the youngsters stumble upon a huge gold nugget. They join forces with two bumbling outlaws to fend off the greedy townspeople and soon find themselves facing a surly gang of sharpshooters.,https://image.tmdb.org/t/p/w200/cSbRtW2rSpz6AxS4BwtunpFHma.jpg
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,"Legends (and myths) from the life of famed American frontiersman Davy Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russel fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo.",https://image.tmdb.org/t/p/w200/7IFRrsQdaaUJaemg2z35fshzswd.jpg
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",https://image.tmdb.org/t/p/w200/cXicoCiCfO6FDfv6ozwcfQCnhVW.jpg
1010,"Love Bug, The (1969)",Children's|Comedy,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.",https://image.tmdb.org/t/p/w200/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,https://image.tmdb.org/t/p/w200/1k14PPykkUQfhjn3xXDrc55lfHl.jpg
1012,Old Yeller (1957),Children's|Drama,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog.",https://image.tmdb.org/t/p/w200/Xe7AB0ffhGPSdBZ4qJ9AKJfllL.jpg
1013,"Parent Trap, The (1961)",Children's|Drama,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",https://image.tmdb.org/t/p/w200/jaZFWy6ZAvQoMW2mo9xP5gx4URo.jpg
1014,Pollyanna (1960),Children's|Comedy|Drama,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,https://image.tmdb.org/t/p/w200/9lWkRXg35SjUZXLr10ez8DERvRv.jpg
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance, an adventurous American bulldog; Shadow, a wise golden retriever; and Sassy, a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three embark together on a treacherous and thrilling journey to find their way back home through the California wilderness.",https://image.tmdb.org/t/p/w200/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg
1016,"Shaggy Dog, The (1959)",Children's|Comedy,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",https://image.tmdb.org/t/p/w200/x0fTvnnRIZNyTne2BrcS8I5X20e.jpg
1017,Swiss Family Robinson (1960),Adventure|Children's,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates.",https://image.tmdb.org/t/p/w200/3ZItm1RcdwNuPnCaaqEFGrbVlcO.jpg
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,"A young woman suspects foul play when her cat comes home wearing a wristwatch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",https://image.tmdb.org/t/p/w200/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",https://image.tmdb.org/t/p/w200/heAEH85fdxEgV98LizHbQCL95iZ.jpg
1020,Cool Runnings (1993),Comedy,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",https://image.tmdb.org/t/p/w200/6fXuGEb7EqGmAeUodxm7l5ELPZ.jpg
1021,Angels in the Outfield (1994),Children's|Comedy,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",https://image.tmdb.org/t/p/w200/7WRt6l7tiXVPG9zLco1rwy5Ffw9.jpg
1022,Cinderella (1950),Animation|Children's|Musical,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",https://image.tmdb.org/t/p/w200/4nssBcQUBadCTBjrAkX46mVEKts.jpg
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",https://image.tmdb.org/t/p/w200/5kNFx8GW0zgtLDkhfNBOMMVmJTX.jpg
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",https://image.tmdb.org/t/p/w200/nMfScRxw9wVLoO7LiEjziFAKLSK.jpg
1025,"Sword in the Stone, The (1963)",Animation|Children's,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",https://image.tmdb.org/t/p/w200/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg
1026,So Dear to My Heart (1949),Children's|Drama,"The tale of Jeremiah Kincaid and his quest to raise his 'champion' lamb, Danny. Jeremiah's dream of showing Danny at the Pike County Fair must overcome the obstinate objections of his loving, yet strict, grandmother Granny. Jeremiah's confidant, Uncle Hiram, is the boy's steady ally.",https://image.tmdb.org/t/p/w200/sWoOc4tkxlTf0i8YYia25sPRinY.jpg
1027,Robin Hood: Prince of Thieves (1991),Drama,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.",https://image.tmdb.org/t/p/w200/hbRnWUNJkKKVN5mkcuC5ooqjE4e.jpg
1028,Mary Poppins (1964),Children's|Comedy|Musical,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",https://image.tmdb.org/t/p/w200/pHyWpWn2pRIfhS3Arcn4SKtKKW4.jpg
1029,Dumbo (1941),Animation|Children's|Musical,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",https://image.tmdb.org/t/p/w200/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",https://image.tmdb.org/t/p/w200/noShGNQKAgMqNanJL5EiZlf6LCp.jpg
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,https://image.tmdb.org/t/p/w200/1BBzsThIZ06UmjZ3rChYGZhJtFQ.jpg
1032,Alice in Wonderland (1951),Animation|Children's|Musical,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",https://image.tmdb.org/t/p/w200/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg
1033,"Fox and the Hound, The (1981)",Animation|Children's,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",https://image.tmdb.org/t/p/w200/aC3k6XBaYnulGSkK8263ABjU3Md.jpg
1034,Freeway (1996),Crime,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",https://image.tmdb.org/t/p/w200/m0pAARUq3foDWFsrUmlYDHtNPE9.jpg
1035,"Sound of Music, The (1965)",Musical,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",https://image.tmdb.org/t/p/w200/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg
1036,Die Hard (1988),Action|Thriller,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",https://image.tmdb.org/t/p/w200/aJCpHDC6RoGz7d1Fzayl019xnxX.jpg
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,A simple man is turned into a genius through the application of computer science.,https://image.tmdb.org/t/p/w200/aDACpFww9vkeyYOj5xrfJuxoQdK.jpg
1038,Unhook the Stars (1996),Drama,"Widowed mother Mildred must suddenly redefine herself and find an outlet for her nurturing side when her adult daughter moves out of the family home. Though Mildred thinks she's found her purpose when her neighbor, overworked single mother Monica, asks her to look after her little boy, she has great difficulty learning to strike a healthy balance between giving selflessly to others and remembering to take care of herself.",https://image.tmdb.org/t/p/w200/xDa7qRS8iOY5XDvt0DRpwlAJO6H.jpg
1039,Synthetic Pleasures (1995),Documentary,"Conceived as an electronic road movie, this documentary investigates cutting edge technologies and their influence on our culture as we approach the 21st century. It takes off from the idea that mankind's effort to tap the power of Nature has been so successful that a new world is suddenly emerging,an artificial reality. Virtual Reality, digital and biotechnology, plastic surgery and mood-altering drugs promise seemingly unlimited powers to our bodies, and our selves. This film presents the implications of having access to such power as we all scramble to inhabit our latest science fictions.",https://image.tmdb.org/t/p/w200/xgqqmCrPGBJWsOQ3Lp9DxGC0D37.jpg
1040,"Secret Agent, The (1996)",Drama,"A secret agent masquerades as a toy-seller, successfully concealing his alter ego even from his young son until, on a daring mission, he is captured by an evil arms dealer, then it falls to his inexperienced offspring to save the day.",https://image.tmdb.org/t/p/w200/4sSzmMHoEccf5ZWuokhPCmNsT63.jpg
1041,Secrets & Lies (1996),Drama,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman.",https://image.tmdb.org/t/p/w200/zQBuRQ3hrLhkEsXcxteUxuxLrvs.jpg
1042,That Thing You Do! (1996),Comedy,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager. But behind the scenes, the group’s sudden fame tests their strength, their maturity and responsibility, and their ability to resist the temptations that money and notoriety always make possible.",https://image.tmdb.org/t/p/w200/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",https://image.tmdb.org/t/p/w200/7HGWS6WlsPzBsB7NG5JM4P8NrIv.jpg
1044,Surviving Picasso (1996),Drama,"The passionate Merchant-Ivory drama tells the story of Francoise Gilot, the only lover of Pablo Picasso who was strong enough to withstand his ferocious cruelty and move on with her life.",https://image.tmdb.org/t/p/w200/olcQOdg54uBYDUkZbgw2FFTBaZI.jpg
1045,Love Is All There Is (1996),Comedy|Drama,"The Malacicis, a hard-working Italian family recently immigrated from Florence, open a fancy restaurant in the Bronx, N.Y., drawing the ire of another clan. Mike and Sadie Capomezzo, equally hard-working Sicilian caterers from the area, find they cannot stand Piero  and Maria Malacici. But things get complicated when the Malacicis' daughter, Gina, and the Capomezzos' son, Rosario, fall in love.",https://image.tmdb.org/t/p/w200/tXaewq2LMjTJmZLTuKEM6LJhBo2.jpg
1046,Beautiful Thing (1996),Drama|Romance,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, where three teenagers edge towards adulthood.",https://image.tmdb.org/t/p/w200/34fPI0phWQ189lc5O7aNf12jWPm.jpg
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,"Samantha Caine is a small-town schoolteacher and mom with no memory of her life before washing up on a beach eight years ago. After a car accident and a violent home invasion trigger flashes of her past, she discovers she used to be a deadly CIA assassin. Teaming up with a wisecracking private investigator, Samantha must return to her old ways to take down the people who tried to erase her.",https://image.tmdb.org/t/p/w200/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",https://image.tmdb.org/t/p/w200/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg
1050,Looking for Richard (1996),Documentary|Drama,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",https://image.tmdb.org/t/p/w200/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg
1051,Trees Lounge (1996),Drama,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",https://image.tmdb.org/t/p/w200/2DtoVhI9RkArGbzkvctGxY578QN.jpg
1052,"Proprietor, The (1996)",Drama,An expatriated French novelist returns to Paris when she learns that her childhood home is being placed on the auction block.,https://image.tmdb.org/t/p/w200/pLaAfn6lziZiGH66ja98p4ZbVnj.jpg
1053,Normal Life (1996),Crime|Drama,"Chris Anderson and his wife Pam live a fairly normal life until Chris loses his job on the police force and secretly turns to robbing banks to make his wife's dreams come true. Upon discovering his secret, she joins his deadly crime wave and together they terrorize an unsuspecting suburban town.",https://image.tmdb.org/t/p/w200/keQ3yXWkPN1tmKt45bFBtGVokSG.jpg
1054,Get on the Bus (1996),Drama,"Several Black men take a cross-country bus trip to attend the Million Man March in Washington, DC in 1995. On the bus are an eclectic set of characters including a laid-off aircraft worker, a man whose at-risk son is handcuffed to him, a black Republican, a former gangsta, a Hollywood actor, a cop who is of mixed racial background, and a white bus driver. All make the trek discussing issues surrounding the march, including manhood, religion, politics, and race.",https://image.tmdb.org/t/p/w200/12DglJ2V73pcrPpsvIKkGycVGJM.jpg
1055,Shadow Conspiracy (1997),Thriller,"Bobby Bishop is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",https://image.tmdb.org/t/p/w200/m8dgxxCrpLhKjkjH2DPxkz0inoJ.jpg
1056,Jude (1996),Drama,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",https://image.tmdb.org/t/p/w200/tk0e0aWtUSIxRKp8jEY1nZOnuVp.jpg
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,https://image.tmdb.org/t/p/w200/cFOZ4bNbWtnIIboc43M86yhwPBX.jpg
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,,
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",https://image.tmdb.org/t/p/w200/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
1060,Swingers (1996),Comedy|Drama,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",https://image.tmdb.org/t/p/w200/rRjWk68kU3a2so4lgr3TKB7Y5vA.jpg
1061,Sleepers (1996),Crime|Drama,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,https://image.tmdb.org/t/p/w200/yUpiEk2EojS9ZEXb3nIQonQCYYF.jpg
1062,"Sunchaser, The (1996)",Drama,A young half-Navajo convict dying of cancer forces a yuppie doctor to drive him to a magic healing lake.,https://image.tmdb.org/t/p/w200/9Y0snZwCLvG8eoJewP4G3RT8Z4v.jpg
1063,Johns (1996),Drama,"It's the day before Christmas, the day before John's 21st birthday. He's a prostitute on Santa Monica Blvd in L.A., and he wants to spend that night and the next day at the posh Park Plaza Hotel. Meanwhile, Donner, a lad new to the streets, wants John to leave the city with him. John spends the day trying to figure out how to deal with Donner's friendship.",https://image.tmdb.org/t/p/w200/dIiAsjLNB0ud1MiwXxv1GEuuuXS.jpg
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",https://image.tmdb.org/t/p/w200/kTH7qEyvdDYMoQraQZm3LFKCge3.jpg
1065,"Woman in Question, The (1950)",Mystery,"Agnes ""Astra"" Huston, a fortune teller at a run-down fair, is found strangled in her bedroom. As the police question five suspects, their interactions with her are shown in flashbacks from their point of view.",https://image.tmdb.org/t/p/w200/5Z7N3LMvSB4WOX4iFGUoHnN3BOp.jpg
1066,Shall We Dance? (1937),Comedy|Musical|Romance,"Ballet star Petrov arranges to cross the Atlantic aboard the same ship as the dancer and musical star he's fallen for but barely knows. By the time the ocean liner reaches New York, a little white lie has churned through the rumour mill and turned into a hot gossip item—that the two celebrities are secretly married.",https://image.tmdb.org/t/p/w200/6anwn2NxTw7NwVEEU4qhVwN3Exi.jpg
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,"Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on 'Mr. X'. After Alyce goes to London to meet a beau she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to 'protect his investment'.",https://image.tmdb.org/t/p/w200/uqRcVA1JCbpPngcXu68Gzm8qR7I.jpg
1068,Crossfire (1947),Crime|Film-Noir,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",https://image.tmdb.org/t/p/w200/s3EFBiCsc4Ckc1tntoHAEnhZtSO.jpg
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",https://image.tmdb.org/t/p/w200/tbyzfN1AUKTvzh058L9ZcOpS9Vn.jpg
1070,Macao (1952),Adventure,"Nick Cochran, an American in exile in Macao, has a chance to restore his name by helping capture an international crime lord. Undercover, can he mislead the bad guys and still woo the attractive singer/petty crook, Julie Benson?",https://image.tmdb.org/t/p/w200/eXoIIwdaaDuCthlTGMimjCjfPRD.jpg
1071,For the Moment (1994),Romance|War,"The Night and the Moment is a 1995 erotic drama. A writer (Dafoe) is invited to the house of a noblewoman (Olin) who adores free-thinkers. He attempts to seduce her but she insists that he tell her of his past love exploits. While doing so, he takes her through his time in prison where he was unknowingly incarcerated in the cell beside hers.",https://image.tmdb.org/t/p/w200/2XhvZeT4j836xLzEBG18FJ7BYNI.jpg
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",https://image.tmdb.org/t/p/w200/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg
1075,"Sexual Life of the Belgians, The (1994)",Comedy,"Jan Bucquoy narrates the story of his sexual life to age 28, imagining his conception (parents drunk, the encounter lasting ten seconds) and reporting his first orgasm (at the hands of Eddy, in a beach-side caravan, as they watch Laurel and Hardy), his comparative experiences with girls, and his move from Harelbeck to Brussels. There he meets Greta, bartender at a Bohemian cafe, who teaches him the Kama Sutra, the naked Esther, who reads him stories, and Thérèse, his wife for three years. They split after two children; he moves to a small flat, writes pornography to pay the bills, works sporadically on a novel, espouses anarchism, and meets more women. His self-confidence grows.",https://image.tmdb.org/t/p/w200/mvI77EzpN5DbC6BxsEItzZxu3AM.jpg
1076,"Innocents, The (1961)",Thriller,An Eskimo who has had little contact with white men goes to a trading post where he accidentally kills a missionary and finds himself being pursued by the police.,https://image.tmdb.org/t/p/w200/9zWw2SCxCygE9tGs8wMuwb9Fws.jpg
1077,Sleeper (1973),Comedy|Sci-Fi,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",https://image.tmdb.org/t/p/w200/YTYSziZZP5aXt5CDvdEMwKDzme.jpg
1078,Bananas (1971),Comedy|War,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",https://image.tmdb.org/t/p/w200/gK11RUXspxqty0Wq6KoV8J0crKO.jpg
